2011-01-02	20:00	1.55118	1.55838	1.55118	1.55694	3845
2011-01-03	00:00	1.55693	1.55738	1.5532	1.55392	12248
2011-01-03	04:00	1.55391	1.55619	1.54997	1.55219	9760
2011-01-03	08:00	1.55225	1.55266	1.54459	1.54636	21846
2011-01-03	12:00	1.5464	1.55171	1.54336	1.54655	25190
2011-01-03	16:00	1.54662	1.55054	1.54639	1.54905	11958
2011-01-03	20:00	1.54909	1.55299	1.54716	1.54864	4892
2011-01-04	00:00	1.54846	1.55081	1.54725	1.54961	18034
2011-01-04	04:00	1.54961	1.54964	1.54539	1.54738	17730
2011-01-04	08:00	1.54738	1.56458	1.54718	1.56076	31798
2011-01-04	12:00	1.56076	1.56382	1.55725	1.55953	32345
2011-01-04	16:00	1.55948	1.56026	1.55758	1.55823	21676
2011-01-04	20:00	1.55823	1.56018	1.55755	1.55963	6680
2011-01-05	00:00	1.55965	1.56001	1.55521	1.55752	15164
2011-01-05	04:00	1.55752	1.56212	1.5536	1.56129	19330
2011-01-05	08:00	1.56124	1.5628	1.55542	1.55927	34706
2011-01-05	12:00	1.55922	1.55926	1.54504	1.54638	40117
2011-01-05	16:00	1.54633	1.55117	1.54629	1.54938	20697
2011-01-05	20:00	1.54942	1.55173	1.5492	1.551	8693
2011-01-06	00:00	1.5509	1.55288	1.54902	1.55104	17045
2011-01-06	04:00	1.55106	1.55417	1.55003	1.55144	17884
2011-01-06	08:00	1.55142	1.55637	1.54655	1.54833	32037
2011-01-06	12:00	1.54831	1.55524	1.5464	1.54788	37964
2011-01-06	16:00	1.54787	1.55021	1.54484	1.54706	27059
2011-01-06	20:00	1.54706	1.54769	1.54454	1.54488	13149
2011-01-07	00:00	1.54488	1.5474	1.54345	1.5447	19136
2011-01-07	04:00	1.5447	1.54508	1.54055	1.54317	19221
2011-01-07	08:00	1.54317	1.54647	1.543	1.54437	25550
2011-01-07	12:00	1.54438	1.55789	1.54247	1.55692	50845
